0	0	6834946	0
1	6834947	13669893	0
2	13669894	20504840	0
3	20504841	27339787	0
4	27339788	34174734	0
5	34174735	41009681	0
6	41009682	47844628	0
7	47844629	54679575	0
8	54679576	61514522	0
9	61514523	68349469	0
