0	265356035	0	0.0
1	264658804	19971511	0.07546136
2	264330909	20953087	0.079268396
3	262604432	21894945	0.08337614
4	267309468	22952986	0.08586671
5	256916141	23803351	0.09265028
6	264290566	25129975	0.09508465
7	264871286	26560722	0.10027785
8	271628484	27352061	0.100696586
9	270793326	28888591	0.10668133
10	263885884	29596265	0.11215554
11	269071038	30997221	0.11520088
12	263290554	32338844	0.12282569
13	257126790	33759201	0.13129398
14	270055010	35053714	0.12980212
15	268679687	37612938	0.13999175
16	270353762	38666812	0.14302303
17	261784675	39853299	0.15223695
18	276847862	46216113	0.16693684
19	267182662	44057685	0.16489725
20	266936370	46731831	0.1750673
21	261835489	47566940	0.18166728
22	265056890	49232403	0.18574278
23	261875307	51359980	0.1961238
24	259859348	53177518	0.20463963
0	265356035	56944400	0.21459621
1	264658804	39304173	0.14850885
2	264330909	40171892	0.15197577
3	262604432	40073273	0.15259938
4	267309468	41891098	0.15671384
5	256916141	40444046	0.1574212
6	264290566	44247124	0.16741848
7	264871286	45238511	0.17079432
8	271628484	43406030	0.15979926
9	270793326	45194737	0.16689754
10	263885884	43903946	0.16637473
11	269071038	44554426	0.1655861
12	263290554	45756461	0.17378694
13	257126790	45411569	0.17661159
14	270055010	45922077	0.17004712
15	268679687	50323750	0.18730018
16	270353762	47873312	0.17707655
17	261784675	46635171	0.17814325
18	276847862	54765193	0.19781691
19	267182662	47855402	0.17911118
20	266936370	49769672	0.1864477
21	261835489	47480010	0.18133527
22	265056890	46684686	0.17613082
23	261875307	47041722	0.17963403
24	259859348	45554776	0.17530552
0	265356035	47415821	0.17868756
1	264658804	46606571	0.1761006
2	264330909	47348112	0.17912439
3	262604432	47679812	0.18156515
4	267309468	48082489	0.17987573
5	256916141	46258172	0.18005164
6	264290566	50362758	0.1905583
7	264871286	49408188	0.1865366
8	271628484	47470740	0.17476349
9	270793326	48243305	0.17815545
10	263885884	47417014	0.17968757
11	269071038	47555759	0.17674054
12	263290554	48667392	0.1848429
13	257126790	47384068	0.1842829
14	270055010	48128953	0.17821907
15	268679687	53045814	0.19743145
16	270353762	49188943	0.1819429
17	261784675	47664539	0.18207537
18	276847862	54343721	0.19629452
19	267182662	48329197	0.18088448
20	266936370	50463788	0.189048
21	261835489	48287734	0.18442014
22	265056890	47323454	0.17854075
23	261875307	48224108	0.18414912
24	259859348	46835810	0.18023522
0	265356035	49467533	0.18641947
1	264658804	48911804	0.1848108
2	264330909	49371099	0.18677762
3	262604432	49987583	0.19035316
4	267309468	49757865	0.1861433
5	256916141	47648195	0.18546206
6	264290566	51525772	0.1949588
7	264871286	50480350	0.19058447
8	271628484	48524182	0.17864174
9	270793326	49034212	0.18107615
10	263885884	48460344	0.18364128
11	269071038	48473940	0.18015294
12	263290554	49391790	0.18759423
13	257126790	48106733	0.18709344
14	270055010	48941764	0.18122888
15	268679687	54013459	0.20103292
16	270353762	49897873	0.18456511
17	261784675	48248090	0.18430448
18	276847862	54678692	0.19750448
19	267182662	48996406	0.18338169
20	266936370	51327843	0.19228494
21	261835489	49145608	0.18769652
22	265056890	48018443	0.18116277
23	261875307	49055911	0.18732545
24	259859348	47581630	0.18310533
0	265356035	50259278	0.18940319
1	264658804	49635065	0.1875436
2	264330909	50012187	0.18920295
3	262604432	50538190	0.19244988
4	267309468	50323045	0.18825762
5	256916141	48172508	0.18750285
6	264290566	52069015	0.19701429
7	264871286	50977888	0.19246288
8	271628484	48995803	0.180378
9	270793326	49418667	0.18249589
10	263885884	48938049	0.18545155
11	269071038	48944568	0.18190202
12	263290554	49810264	0.18918364
13	257126790	48488420	0.18857786
14	270055010	49422115	0.18300758
15	268679687	54604931	0.20323431
16	270353762	50300359	0.18605386
17	261784675	48631170	0.18576781
18	276847862	54935221	0.19843107
19	267182662	49388127	0.1848478
20	266936370	51820278	0.1941297
21	261835489	49584822	0.18937397
22	265056890	48379954	0.18252666
23	261875307	49465604	0.1888899
24	259859348	47926198	0.18443131
0	265356035	50604952	0.19070587
1	264658804	49973640	0.1888229
2	264330909	50308638	0.19032447
3	262604432	50912555	0.19387546
4	267309468	50591588	0.18926224
5	256916141	48445730	0.18856631
6	264290566	52345235	0.19805942
7	264871286	51247846	0.19348209
8	271628484	49237849	0.1812691
9	270793326	49633982	0.18329103
10	263885884	49193081	0.186418
11	269071038	49212967	0.18289953
12	263290554	50080382	0.19020957
13	257126790	48722818	0.18948947
14	270055010	49693399	0.18401214
15	268679687	54916032	0.20439221
16	270353762	50527078	0.18689246
17	261784675	48838004	0.18655792
18	276847862	55070882	0.19892108
19	267182662	49610763	0.18568107
20	266936370	52155161	0.19538425
21	261835489	49849165	0.19038352
22	265056890	48572445	0.1832529
23	261875307	49693000	0.18975824
24	259859348	48128342	0.18520921
